,series,nameLocKey,instanceName,cores,category,ram,tier,hasPayGo,isInPreview,diskSize,type_x,hasSpot,isVcpu,isConstrainedCore,isBaseVm,activeCores,productId_x,nvMeDisk,gpu,fpga,pmem,currencyCode,tierMinimumUnits,retailPrice,unitPrice,armRegionName,location,effectiveStartDate,meterId,productId_y,skuId,availabilityId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type_y,isPrimaryMeterRegion,armSkuName,effectiveEndDate
10,av2,a8mv2,A8m v2,8,generalpurpose,64.0,standard,True,False,80.0,linux,True,False,False,True,,,,,,,USD,0.0,0.495,0.495,southcentralus,US South Central,2016-11-01T00:00:00Z,4d590ea2-c98b-4f55-8282-76333a5303d4,DZH318Z0BPRJ,DZH318Z0BPRJ/000X,,Virtual Machines Av2 Series,A8m v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_A8m_v2,
11,av2,a8mv2,A8m v2,8,generalpurpose,64.0,standard,True,False,80.0,linux,True,False,False,True,,,,,,,USD,0.0,0.75,0.75,southcentralus,US South Central,2016-11-01T00:00:00Z,b4b48b24-be05-4416-81d3-87de01a7c264,DZH318Z0BPW1,DZH318Z0BPW1/002J,,Virtual Machines Av2 Series Windows,A8m v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_A8m_v2,
12,av2,a8v2,A8 v2,8,generalpurpose,16.0,standard,True,False,80.0,linux,True,False,False,True,,,,,,,USD,0.0,0.4,0.4,southcentralus,US South Central,2016-11-01T00:00:00Z,a18b058f-def2-4920-a23f-d39488e402fe,DZH318Z0BPRJ,DZH318Z0BPRJ/008V,,Virtual Machines Av2 Series,A8 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_A8_v2,
13,av2,a8v2,A8 v2,8,generalpurpose,16.0,standard,True,False,80.0,linux,True,False,False,True,,,,,,,USD,0.0,0.6,0.6,southcentralus,US South Central,2016-11-01T00:00:00Z,ed6c0830-1096-4bd8-967d-bdb50148e9bd,DZH318Z0BPW1,DZH318Z0BPW1/000J,,Virtual Machines Av2 Series Windows,A8 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_A8_v2,
14,bs,b12ms,B12ms,12,generalpurpose,48.0,standard,True,False,96.0,linux,False,False,False,True,,,,,,,USD,0.0,0.647,0.647,southcentralus,US South Central,2019-06-01T00:00:00Z,7ef4a341-8447-4656-a2be-9840163fc804,DZH318Z0BQNH,DZH318Z0BQNH/00QT,,Virtual Machines BS Series Windows,B12ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B12ms,
15,bs,b12ms,B12ms,12,generalpurpose,48.0,standard,True,False,96.0,linux,False,False,False,True,,,,,,,USD,0.0,0.599,0.599,southcentralus,US South Central,2019-06-01T00:00:00Z,962a36c0-5ba2-43ce-8b8d-ceaa2b7e8498,DZH318Z0BQ35,DZH318Z0BQ35/01GQ,,Virtual Machines BS Series,B12ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B12ms,
16,bs,b16ms,B16ms,16,generalpurpose,64.0,standard,True,False,128.0,linux,False,False,False,True,,,,,,,USD,0.0,0.799,0.799,southcentralus,US South Central,2019-06-01T00:00:00Z,3955bc60-8bf8-41f6-a9e7-c32d3ba47731,DZH318Z0BQ35,DZH318Z0BQ35/01F8,,Virtual Machines BS Series,B16ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B16ms,
17,bs,b16ms,B16ms,16,generalpurpose,64.0,standard,True,False,128.0,linux,False,False,False,True,,,,,,,USD,0.0,0.863,0.863,southcentralus,US South Central,2019-06-01T00:00:00Z,50a0aef6-45a5-43b7-85b8-c136e701b2e4,DZH318Z0BQNH,DZH318Z0BQNH/00PP,,Virtual Machines BS Series Windows,B16ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B16ms,
18,bs,b1ls,B1ls,1,generalpurpose,0.5,standard,True,False,4.0,linux,False,False,False,True,,,,,,,USD,0.0,0.0108,0.0108,southcentralus,US South Central,2019-05-01T00:00:00Z,aa88b797-4e42-4d04-8050-c4126020858f,DZH318Z0BQNH,DZH318Z0BQNH/00M2,,Virtual Machines BS Series Windows,B1ls,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B1ls,
19,bs,b1ls,B1ls,1,generalpurpose,0.5,standard,True,False,4.0,linux,False,False,False,True,,,,,,,USD,0.0,0.00624,0.00624,southcentralus,US South Central,2019-04-01T00:00:00Z,f1231dc7-7593-4b3b-b4d3-f573012b7d44,DZH318Z0BQ35,DZH318Z0BQ35/0187,,Virtual Machines BS Series,B1ls,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B1ls,
20,bs,b1ms,B1ms,1,generalpurpose,2.0,standard,True,False,4.0,linux,False,False,False,True,,,,,,,USD,0.0,0.029,0.029,southcentralus,US South Central,2019-01-01T00:00:00Z,159485ae-4c1f-485b-babc-446fc8d6b7cb,DZH318Z0BQNH,DZH318Z0BQNH/0043,,Virtual Machines BS Series Windows,B1ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B1ms,
21,bs,b1ms,B1ms,1,generalpurpose,2.0,standard,True,False,4.0,linux,False,False,False,True,,,,,,,USD,0.0,0.025,0.025,southcentralus,US South Central,2017-10-01T00:00:00Z,fc24ad6b-7ead-4908-bed9-fd596bb27eab,DZH318Z0BQ35,DZH318Z0BQ35/00QF,,Virtual Machines BS Series,B1ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B1ms,
22,bs,b1s,B1s,1,generalpurpose,1.0,standard,True,False,4.0,linux,False,False,False,True,,,,,,,USD,0.0,0.0125,0.0125,southcentralus,US South Central,2019-03-01T00:00:00Z,4f69dc30-a2f8-40e8-9f2a-89ad061db198,DZH318Z0BQ35,DZH318Z0BQ35/00SB,,Virtual Machines BS Series,B1s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B1s,
23,bs,b1s,B1s,1,generalpurpose,1.0,standard,True,False,4.0,linux,False,False,False,True,,,,,,,USD,0.0,0.0165,0.0165,southcentralus,US South Central,2019-03-01T00:00:00Z,f7f700ed-64b5-478e-8963-5bd8bc8e20a8,DZH318Z0BQNH,DZH318Z0BQNH/0047,,Virtual Machines BS Series Windows,B1s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B1s,
24,bs,b20ms,B20ms,20,generalpurpose,80.0,standard,True,False,160.0,linux,False,False,False,True,,,,,,,USD,0.0,1.078,1.078,southcentralus,US South Central,2019-06-01T00:00:00Z,6efe86ad-ec38-4864-8961-17dd8f28e3a3,DZH318Z0BQNH,DZH318Z0BQNH/00N2,,Virtual Machines BS Series Windows,B20ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B20ms,
25,bs,b20ms,B20ms,20,generalpurpose,80.0,standard,True,False,160.0,linux,False,False,False,True,,,,,,,USD,0.0,0.998,0.998,southcentralus,US South Central,2019-06-01T00:00:00Z,b0e75efd-4359-4e0f-93c6-f2ba9b2f1743,DZH318Z0BQ35,DZH318Z0BQ35/01CB,,Virtual Machines BS Series,B20ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B20ms,
26,bs,b2ms,B2ms,2,generalpurpose,8.0,standard,True,False,16.0,linux,False,False,False,True,,,,,,,USD,0.0,0.0998,0.0998,southcentralus,US South Central,2019-01-01T00:00:00Z,2dd814bd-0342-4c69-925c-c795575ef757,DZH318Z0BQ35,DZH318Z0BQ35/00JM,,Virtual Machines BS Series,B2ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B2ms,
27,bs,b2ms,B2ms,2,generalpurpose,8.0,standard,True,False,16.0,linux,False,False,False,True,,,,,,,USD,0.0,0.108,0.108,southcentralus,US South Central,2019-01-01T00:00:00Z,40474c95-36d9-49fa-8be0-0f28db2592dc,DZH318Z0BQNH,DZH318Z0BQNH/0089,,Virtual Machines BS Series Windows,B2ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B2ms,
28,bs,b2s,B2s,2,generalpurpose,4.0,standard,True,False,8.0,linux,False,False,False,True,,,,,,,USD,0.0,0.0499,0.0499,southcentralus,US South Central,2019-01-01T00:00:00Z,4a394775-8aee-4bfb-975c-a969624cc9b8,DZH318Z0BQ35,DZH318Z0BQ35/00HD,,Virtual Machines BS Series,B2s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B2s,
29,bs,b2s,B2s,2,generalpurpose,4.0,standard,True,False,8.0,linux,False,False,False,True,,,,,,,USD,0.0,0.0579,0.0579,southcentralus,US South Central,2019-01-01T00:00:00Z,572b53c4-c841-4a34-8245-3217b1ebaa0e,DZH318Z0BQNH,DZH318Z0BQNH/003M,,Virtual Machines BS Series Windows,B2s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B2s,
30,bs,b4ms,B4ms,4,generalpurpose,16.0,standard,True,False,32.0,linux,False,False,False,True,,,,,,,USD,0.0,0.2,0.2,southcentralus,US South Central,2019-01-01T00:00:00Z,1a31f6d3-3d57-45fb-b7d0-864e9267aed7,DZH318Z0BQ35,DZH318Z0BQ35/00P2,,Virtual Machines BS Series,B4ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B4ms,
31,bs,b4ms,B4ms,4,generalpurpose,16.0,standard,True,False,32.0,linux,False,False,False,True,,,,,,,USD,0.0,0.216,0.216,southcentralus,US South Central,2019-01-01T00:00:00Z,2105f9fd-90ad-41fd-8774-9c37a854bfb0,DZH318Z0BQNH,DZH318Z0BQNH/001N,,Virtual Machines BS Series Windows,B4ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B4ms,
32,bs,b8ms,B8ms,8,generalpurpose,32.0,standard,True,False,64.0,linux,False,False,False,True,,,,,,,USD,0.0,0.431,0.431,southcentralus,US South Central,2019-01-01T00:00:00Z,2631debf-69a6-4920-9457-46bc1eae40ae,DZH318Z0BQNH,DZH318Z0BQNH/0008,,Virtual Machines BS Series Windows,B8ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B8ms,
33,bs,b8ms,B8ms,8,generalpurpose,32.0,standard,True,False,64.0,linux,False,False,False,True,,,,,,,USD,0.0,0.399,0.399,southcentralus,US South Central,2019-01-01T00:00:00Z,b9a677a0-d098-4015-b99d-d2e7544fe8a5,DZH318Z0BQ35,DZH318Z0BQ35/00G9,,Virtual Machines BS Series,B8ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B8ms,
34,dadsv5,d16adsv5,D16ads v5,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,1.725,1.725,southcentralus,US South Central,2021-11-01T00:00:00Z,13c8c43b-cf07-51b0-9359-3be2e4883f19,DZH318Z08W2P,DZH318Z08W2P/006P,,Virtual Machines Dadsv5 Series Windows,Standard_D16ads_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16ads_v5,
35,dadsv5,d16adsv5,D16ads v5,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,0.989,0.989,southcentralus,US South Central,2021-11-01T00:00:00Z,ea834d15-f601-57f1-a6c0-ff1ca035f538,DZH318Z08W2R,DZH318Z08W2R/006J,,Virtual Machines Dadsv5 Series,Standard_D16ads_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16ads_v5,
36,dasv4,d16asv4,D16as v4,16,generalpurpose,64.0,standard,True,False,128.0,linux,True,True,False,True,,,,,,,USD,0.0,0.922,0.922,southcentralus,US South Central,2020-01-01T00:00:00Z,30ee6f9a-01fb-52aa-8e68-fb2640414d07,DZH318Z0CM2C,DZH318Z0CM2C/00GV,,Virtual Machines Dasv4 Series,D16as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_D16as_v4,
37,dasv4,d16asv4,D16as v4,16,generalpurpose,64.0,standard,True,False,128.0,linux,True,True,False,True,,,,,,,USD,0.0,1.658,1.658,southcentralus,US South Central,2020-06-01T00:00:00Z,56d78fa5-0e58-5012-9547-ee614d7746b1,DZH318Z0CM93,DZH318Z0CM93/0080,,Virtual Machines Dasv4 Series Windows,D16as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_D16as_v4,
38,dasv5,d16asv5,D16as v5,16,generalpurpose,64.0,standard,True,False,,linux,True,True,False,True,,,,,,,USD,0.0,0.826,0.826,southcentralus,US South Central,2021-11-01T00:00:00Z,a91db919-5c32-5cc6-a1f5-83d16616b2d4,DZH318Z08W0T,DZH318Z08W0T/004B,,Virtual Machines Dasv5 Series,Standard_D16as_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16as_v5,
39,dasv5,d16asv5,D16as v5,16,generalpurpose,64.0,standard,True,False,,linux,True,True,False,True,,,,,,,USD,0.0,1.562,1.562,southcentralus,US South Central,2021-11-01T00:00:00Z,c517fe2f-efef-51e6-a480-b19b2dbfea96,DZH318Z08W0Q,DZH318Z08W0Q/0074,,Virtual Machines Dasv5 Series Windows,Standard_D16as_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16as_v5,
40,ddsv4,d16dsv4,D16ds v4,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,1.911,1.911,southcentralus,US South Central,2020-06-01T00:00:00Z,5e8f9056-b185-57e4-a8ed-a1bf0e431f59,DZH318Z0CSHH,DZH318Z0CSHH/009R,,Virtual Machines Ddsv4 Series Windows,D16ds v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16ds_v4,
41,ddsv4,d16dsv4,D16ds v4,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,1.175,1.175,southcentralus,US South Central,2020-06-01T00:00:00Z,83ea1209-da76-51fe-82e2-4111331ef85b,DZH318Z0CSHM,DZH318Z0CSHM/00D9,,Virtual Machines Ddsv4 Series,D16ds v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16ds_v4,
42,ddsv5,d16dsv5,D16ds v5,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,1.821,1.821,southcentralus,US South Central,2021-11-01T00:00:00Z,4e385d1f-d760-5bdc-87d7-b63b016c52f1,DZH318Z08MC5,DZH318Z08MC5/008F,,Virtual Machines Ddsv5 Series Windows,Standard_D16ds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16ds_v5,
43,ddsv5,d16dsv5,D16ds v5,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,1.085,1.085,southcentralus,US South Central,2021-11-01T00:00:00Z,6684332a-5e03-50c7-94ca-34c98aded300,DZH318Z08MC6,DZH318Z08MC6/009F,,Virtual Machines Ddsv5 Series,Standard_D16ds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16ds_v5,
44,ddv4,d16dv4,D16d v4,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,1.175,1.175,southcentralus,US South Central,2020-06-01T00:00:00Z,194970e5-16e3-5076-a229-8af4756e9eee,DZH318Z0D1L2,DZH318Z0D1L2/00DT,,Virtual Machines Ddv4 Series,D16d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16d_v4,
45,ddv4,d16dv4,D16d v4,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,1.911,1.911,southcentralus,US South Central,2020-06-01T00:00:00Z,ef90873f-5465-50d4-ad33-3ce7493ee9a2,DZH318Z0D1L6,DZH318Z0D1L6/004W,,Virtual Machines Ddv4 Series Windows,D16d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16d_v4,
46,ddv5,d16dv5,D16d v5,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,1.085,1.085,southcentralus,US South Central,2021-11-01T00:00:00Z,02ae71a7-b17c-5c56-9e6b-aacf28c33a9e,DZH318Z08MC2,DZH318Z08MC2/0012,,Virtual Machines Ddv5 Series,Standard_D16d_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16d_v5,
47,ddv5,d16dv5,D16d v5,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,1.821,1.821,southcentralus,US South Central,2021-11-01T00:00:00Z,a6d65efe-e038-5b1e-bd21-829746074442,DZH318Z08M9F,DZH318Z08M9F/00B0,,Virtual Machines Ddv5 Series Windows,Standard_D16d_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16d_v5,
48,dpdsv5,d16pdsv5,D16pds v5,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,1.603,1.603,southcentralus,US South Central,2022-07-01T00:00:00Z,98543f87-ceb8-5838-b485-b76f22187781,DZH318Z092SC,DZH318Z092SC/00NM,,Virtual Machines Dpdsv5 Series Windows,Standard_D16pds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16pds_v5,
49,dpdsv5,d16pdsv5,D16pds v5,16,generalpurpose,64.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,0.867,0.867,southcentralus,US South Central,2022-09-01T00:00:00Z,c3444913-599b-511a-b711-daeedfb8ea50,DZH318Z092SF,DZH318Z092SF/00JP,,Virtual Machines Dpdsv5 Series,Standard_D16pds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16pds_v5,
50,dpldsv5,d16pldsv5,D16plds v5,16,generalpurpose,32.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,1.473,1.473,southcentralus,US South Central,2022-07-01T00:00:00Z,45b31940-cbd0-542e-aeb2-4c652ccd3197,DZH318Z092QJ,DZH318Z092QJ/00D2,,Virtual Machines Dpldsv5 Series Windows,Standard_D16plds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16plds_v5,
51,dpldsv5,d16pldsv5,D16plds v5,16,generalpurpose,32.0,standard,True,False,600.0,linux,True,True,False,True,,,,,,,USD,0.0,0.737,0.737,southcentralus,US South Central,2022-09-01T00:00:00Z,7ce370fa-9015-54f7-a2f1-20db85031cb0,DZH318Z092QL,DZH318Z092QL/00CV,,Virtual Machines Dpldsv5 Series,Standard_D16plds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16plds_v5,
52,dplsv5,d16plsv5,D16pls v5,16,generalpurpose,32.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,,USD,0.0,0.653,0.653,southcentralus,US South Central,2022-09-01T00:00:00Z,05ce2563-13f5-5bfe-9858-a257afee3c6c,DZH318Z092S2,DZH318Z092S2/004K,,Virtual Machines Dplsv5 Series,Standard_D16pls_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16pls_v5,
53,dplsv5,d16plsv5,D16pls v5,16,generalpurpose,32.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,,USD,0.0,1.389,1.389,southcentralus,US South Central,2022-07-01T00:00:00Z,24434d4a-b49c-5686-bcdf-988e78b863fa,DZH318Z092S1,DZH318Z092S1/00CB,,Virtual Machines Dplsv5 Series Windows,Standard_D16pls_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16pls_v5,
54,dpsv5,d16psv5,D16ps v5,16,generalpurpose,64.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,,USD,0.0,0.739,0.739,southcentralus,US South Central,2022-09-01T00:00:00Z,8fe4b2d2-9cff-587c-8309-84e32edc170b,DZH318Z092SD,DZH318Z092SD/00HL,,Virtual Machines Dpsv5 Series,Standard_D16ps_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16ps_v5,
55,dpsv5,d16psv5,D16ps v5,16,generalpurpose,64.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,,USD,0.0,1.475,1.475,southcentralus,US South Central,2022-07-01T00:00:00Z,b79bd330-813a-5889-a6ff-81248ad4ceeb,DZH318Z092SB,DZH318Z092SB/003L,,Virtual Machines Dpsv5 Series Windows,Standard_D16ps_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16ps_v5,
56,dsv3,d16sv3,D16s v3,16,generalpurpose,64.0,standard,True,False,128.0,linux,True,True,False,True,,,,,,,USD,0.0,1.69,1.69,southcentralus,US South Central,2017-07-21T00:00:00Z,0a35e56a-d6a6-4ea0-be3d-39c207b82dff,DZH318Z0BPWD,DZH318Z0BPWD/007Q,,Virtual Machines DSv3 Series Windows,D16s v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_D16s_v3,
57,dsv3,d16sv3,D16s v3,16,generalpurpose,64.0,standard,True,False,128.0,linux,True,True,False,True,,,,,,,USD,0.0,0.88,0.88,southcentralus,US South Central,2017-07-21T00:00:00Z,c0e4fcfe-da42-42e1-a845-bcb7a7d89aec,DZH318Z0BQ50,DZH318Z0BQ50/00N4,,Virtual Machines DSv3 Series,D16s v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_D16s_v3,
58,dsv4,d16sv4,D16s v4,16,generalpurpose,64.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,,USD,0.0,0.922,0.922,southcentralus,US South Central,2020-08-01T00:00:00Z,71ba3d69-6133-54ac-b530-5ed01d86f9c2,DZH318Z0CSHJ,DZH318Z0CSHJ/00BR,,Virtual Machines Dsv4 Series,D16s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16s_v4,
